Sample_Type,Trip_Number,Hormone,min_Control,median_Control,Q3_Control,max_Control,min_Treated,median_Treated,Q3_Treated,max_Treated
735,3,GA8,3.01,4.664999999999999,5.0874999999999995,5.17,4.43,4.515000000000001,4.73,5.18
735,4,GA8,6.85,9.6,11.285,11.39,5.42,8.645,9.5525,9.68
887,1,GA8,0.17,0.275,0.435,0.78,0.34,0.535,0.5725,0.64
887,2,GA8,0.39,0.605,0.905,1.52,0.56,0.7749999999999999,0.895,1.03
887,3,GA8,0.74,1.2149999999999999,1.545,1.92,1.03,1.26,1.3675,1.66
887,4,GA8,3.69,4.0649999999999995,4.3025,4.82,3.71,5.475,6.37,7.84
35,1,ABA,594.63,1258.85,1423.9625,1426.37,265.3,821.205,1053.0525,1183.44
35,2,ABA,517.84,992.075,1152.78,1297.83,400.23,999.475,1416.2325,1545.51
35,3,ABA,178.54,401.09000000000003,1415.325,4438.56,187.24,301.765,412.90749999999997,548.5
35,4,ABA,86.49,217.66500000000002,397.3075,689.86,106.7,219.695,353.8425,437.01
171,1,ABA,1053.34,2403.145,2796.2825000000003,2805.38,1033.26,1517.4,1631.225,1824.53
171,2,ABA,1367.15,1907.96,2449.4075000000003,2675.0,1345.65,1496.0949999999998,1582.4424999999999,1725.28
171,3,ABA,528.06,1621.3400000000001,2474.1575000000003,3325.73,378.68,683.9549999999999,1009.165,1504.21
171,4,ABA,430.95,1448.51,2062.66,2732.56,482.77,639.44,805.0125,1104.75
402,1,ABA,1309.11,1489.9850000000001,1502.0675,1519.61,933.6,1125.4850000000001,1386.0375000000001,1897.14
402,2,ABA,1025.73,1398.36,1718.78,1995.29,1449.28,1567.2199999999998,1632.4325,1787.21
402,3,ABA,639.19,716.8900000000001,792.995,952.85,537.86,1341.635,1611.21,2378.58
402,4,ABA,279.27,1053.19,1225.8125,1242.38,522.42,968.325,1427.875,2141.02
609,1,ABA,1430.81,1829.695,2247.2625,2604.57,2356.51,3055.95,3564.45,3641.13
609,2,ABA,1078.79,1347.65,1680.7075,2582.83,923.96,1458.37,1625.1924999999999,2014.72
609,3,ABA,1101.62,1224.5,1398.7675,1617.13,834.76,1227.42,1364.0375,1555.13
609,4,ABA,635.86,721.155,897.115,1300.54,739.99,928.41,1020.75,1219.44
680,1,ABA,1492.98,1592.755,1874.7075,2694.0,1500.12,1585.37,1899.1525,2824.45
680,2,ABA,1164.4,1625.77,2018.4650000000001,2572.07,1308.55,1495.87,1839.9525,2405.64
680,3,ABA,847.74,1484.865,1821.7725,1866.87,920.96,1045.76,1077.045,1100.19
680,4,ABA,510.5,1069.835,1916.8375,3235.87,601.72,813.5899999999999,866.89,882.28
698,1,ABA,1619.8,2067.715,2247.62,2658.77,1020.37,1473.56,2057.0325,2866.77
698,2,ABA,1193.44,1816.61,2160.2675,2239.4,955.05,1180.31,1430.495,1680.32
698,3,ABA,1028.51,1775.645,2298.3175,2617.39,546.71,1569.1350000000002,1748.2350000000001,1890.27
698,4,ABA,312.82,1114.505,1222.3374999999999,1469.11,563.19,1382.73,1740.6100000000001,2094.37
703,1,ABA,1575.83,1740.08,2128.1625,2944.05,1669.18,1674.755,1831.69,2287.27
703,2,ABA,1826.87,2709.26,2960.6575000000003,3301.99,1372.68,1887.44,2115.5375,2693.81
703,3,ABA,1047.41,1175.0149999999999,1257.1825,1313.14,819.81,992.865,1056.9575,1098.77
703,4,ABA,660.95,913.8050000000001,1087.3575,1341.93,685.64,803.31,922.2875,1236.14
735,1,ABA,1103.1,1946.1750000000002,2136.4900000000002,2194.18,1585.27,2657.5299999999997,2759.425,2921.83
735,2,ABA,1877.55,2387.64,2911.3375,3207.28,2113.54,3582.74,3810.995,4106.51
735,3,ABA,1205.52,2116.265,2352.16,2535.16,1881.21,2079.085,2225.7875,2254.43
735,4,ABA,1243.47,1370.3200000000002,1630.1775,2228.64,1020.08,1862.19,2279.165,3251.03
887,1,ABA,1027.04,1201.91,1381.895,1887.26,1296.01,1466.7600000000002,1658.4,2232.18
887,2,ABA,2107.91,3071.6549999999997,3908.3125,4592.23,1255.68,1697.955,1763.5049999999999,1897.5
887,3,ABA,1123.31,1801.505,2032.1950000000002,2585.53,1098.66,1274.71,1322.235,1436.79
887,4,ABA,589.15,1037.68,1435.0175000000002,1906.43,624.25,687.9000000000001,791.1925000000001,1046.92
35,1,JA,5.46,7.74,9.8875,14.77,4.07,14.535,26.0775,48.51
35,2,JA,4.19,58.67,88.5025,144.46,42.8,64.345,85.765,136.84
35,3,JA,7.18,8.3,9.3,11.97,6.65,15.77,19.71,25.47
35,4,JA,4.72,12.36,12.9375,14.16,2.4,12.195,12.7575,12.81
171,1,JA,2.32,13.764999999999999,29.31,49.08,2.96,13.79,20.384999999999998,38.73
171,2,JA,23.13,28.425,46.0275,86.43,18.0,39.150000000000006,59.585,75.32
171,3,JA,4.13,6.145,7.9975000000000005,8.5,2.87,5.365,6.78,6.99
171,4,JA,0.66,5.665000000000001,11.842500000000001,19.23,8.19,15.745000000000001,17.6325,20.73
402,1,JA,6.61,17.895,25.6025,47.99,10.41,54.405,92.2475,104.45
402,2,JA,18.33,44.27,72.055,116.41,5.74,41.915,73.335,97.38
402,3,JA,7.41,13.66,15.7075,17.38,4.24,9.49,14.48,24.32
402,4,JA,12.05,12.940000000000001,14.8125,18.03,13.91,19.555,26.895,34.92
609,1,JA,7.64,13.42,14.86,16.63,4.75,10.1,13.3275,21.27
609,2,JA,11.94,57.155,98.0075,154.85,39.01,70.95,102.035,102.29
609,3,JA,5.19,15.205,19.57,24.49,10.16,16.025,27.365000000000002,57.71
609,4,JA,8.28,14.39,19.2425,21.8,6.69,39.019999999999996,48.769999999999996,52.22
680,1,JA,19.2,24.755000000000003,49.6175,108.47,16.5,30.78,46.0775,53.81
680,2,JA,1.46,32.2,50.47,57.25,4.3,20.685000000000002,36.045,69.51
680,3,JA,10.79,18.875,25.772499999999997,36.91,1.38,4.84,9.1725,15.78
680,4,JA,3.01,9.97,14.345,14.48,20.42,27.93,30.799999999999997,31.79
698,1,JA,13.62,22.27,36.182500000000005,69.76,32.85,42.239999999999995,45.9775,53.29
698,2,JA,17.65,32.95,54.0075,99.99,6.36,93.78,127.82,201.53
698,3,JA,2.2,11.85,17.095,28.9,3.73,5.470000000000001,16.3,45.25
698,4,JA,5.93,12.05,14.035,19.78,9.61,18.384999999999998,19.8675,21.78
703,1,JA,14.79,43.44,45.895,47.23,6.36,32.075,47.2625,79.34
703,2,JA,52.17,117.37,149.62,238.57,7.56,52.715,80.2825,83.35
703,3,JA,3.86,8.38,14.982500000000002,22.76,3.57,19.285,29.0025,38.49
703,4,JA,13.61,20.84,24.490000000000002,27.31,9.28,13.125,15.285,15.66
735,1,JA,10.54,52.93,83.82,113.55,17.18,26.33,32.9725,41.65
735,2,JA,11.01,67.755,98.98,106.0,43.25,71.155,105.69,134.19
735,3,JA,4.91,27.055,27.9175,29.86,17.59,25.619999999999997,33.23,41.78
735,4,JA,16.5,22.105,27.615,38.94,20.79,27.4,35.05,43.87
887,1,JA,2.98,24.335,48.5675,78.89,10.44,24.215,30.662499999999998,37.72
887,2,JA,16.22,26.604999999999997,64.76249999999999,150.6,51.7,96.645,149.075,197.27
887,3,JA,7.43,15.095,18.955000000000002,21.04,3.81,8.969999999999999,9.9275,10.76
887,4,JA,18.21,22.675,24.7,28.63,21.23,38.045,40.15,45.61
35,1,IAA,7.01,10.16,11.4625,11.62,6.95,7.97,9.11,10.1
35,2,IAA,6.51,8.015,8.48,8.87,7.42,7.965,8.325,8.34
35,3,IAA,4.13,4.76,5.1525,6.21,3.67,4.970000000000001,5.205,5.82
35,4,IAA,4.69,7.64,9.9725,10.31,2.8,4.609999999999999,5.8675,5.92
171,1,IAA,6.2,9.84,9.987499999999999,10.34,5.04,7.175,7.45,7.54
171,2,IAA,9.78,11.204999999999998,11.305,11.35,7.76,10.245000000000001,12.0525,12.18
171,3,IAA,9.64,11.504999999999999,13.04,13.31,8.7,9.79,11.34,13.5
171,4,IAA,4.22,9.23,12.045,15.39,11.11,20.325,31.259999999999998,53.13
402,1,IAA,8.76,9.435,10.4,11.39,7.11,10.01,11.6975,12.23
402,2,IAA,6.26,8.559999999999999,11.1,12.54,7.39,8.74,9.52,10.63
402,3,IAA,8.08,8.46,9.395,12.2,8.1,11.274999999999999,12.587499999999999,13.03
402,4,IAA,5.04,7.5600000000000005,9.49,10.93,5.13,12.43,17.335,19.24
609,1,IAA,4.82,5.59,6.6850000000000005,8.41,5.83,6.135,7.3999999999999995,10.94
609,2,IAA,5.67,6.695,7.805,8.57,5.74,8.135,9.27,9.48
609,3,IAA,5.16,7.984999999999999,8.425,8.44,7.11,8.25,8.8825,9.55
609,4,IAA,5.83,9.370000000000001,11.432500000000001,13.09,10.12,14.66,17.3875,25.18
680,1,IAA,10.38,12.684999999999999,13.565,14.69,8.96,10.385,10.865,11.96
680,2,IAA,8.77,10.125,11.2825,13.24,6.96,8.565000000000001,9.9875,13.55
680,3,IAA,6.18,11.385000000000002,14.735,15.02,7.16,10.190000000000001,11.1575,11.9
680,4,IAA,4.24,10.614999999999998,13.5475,14.83,4.4,4.949999999999999,5.7825,8.1
698,1,IAA,11.3,11.685,12.475000000000001,14.26,8.22,9.14,10.535,12.62
698,2,IAA,7.59,8.375,9.265,10.87,7.9,8.685,9.07,9.13
698,3,IAA,7.23,9.495000000000001,10.995000000000001,12.21,7.58,9.735,10.075000000000001,10.66
698,4,IAA,4.85,6.529999999999999,7.2625,7.3,6.72,7.375,8.21,9.38
703,1,IAA,9.56,12.825,15.105,16.89,6.88,10.145,11.5625,12.35
703,2,IAA,8.74,10.32,11.0275,12.58,5.94,9.905,11.19,12.39
703,3,IAA,5.94,8.185,10.155000000000001,14.73,6.18,7.15,8.2,9.94
703,4,IAA,9.47,10.235,11.725,15.79,7.11,11.485,14.2325,14.99
735,1,IAA,6.09,9.925,11.272499999999999,11.52,6.78,10.055,10.9575,12.18
735,2,IAA,4.22,7.095000000000001,8.2375,8.98,6.96,9.18,10.8975,13.17
735,3,IAA,7.92,9.38,10.225000000000001,10.51,4.94,8.58,9.0,9.66
735,4,IAA,4.64,6.125,7.6,8.02,3.13,3.88,5.047499999999999,7.26
887,1,IAA,7.83,9.14,9.3425,9.8,8.68,10.125,10.955,11.36
887,2,IAA,6.95,9.559999999999999,9.8925,10.5,6.93,7.65,8.76,11.13
887,3,IAA,8.99,10.375,11.41,11.44,6.87,11.219999999999999,12.045,13.59
887,4,IAA,3.79,6.3100000000000005,8.0225,10.4,3.86,5.255,5.505,5.64
35,1,SA,90.41,108.61500000000001,115.5275,129.26,84.0,112.305,141.7375,191.47
35,2,SA,78.15,144.975,163.88,174.47,97.03,127.97999999999999,153.2625,206.64
35,3,SA,50.91,75.805,87.7875,90.3,57.37,83.08500000000001,93.45,121.89
35,4,SA,80.98,203.14499999999998,217.805,236.99,117.5,191.91,253.7925,262.5
171,1,SA,44.39,60.915,67.24000000000001,80.62,39.42,68.1,78.6075,105.66
171,2,SA,40.79,55.474999999999994,72.3825,88.14,48.07,52.255,60.13,71.59
171,3,SA,33.99,42.615,104.3825,281.39,32.28,41.515,91.7375,234.17
171,4,SA,56.26,62.235,90.74000000000001,167.93,48.06,49.885000000000005,52.14,55.71
402,1,SA,40.54,57.845,69.975,76.23,24.01,37.61,39.345,41.97
402,2,SA,30.49,46.84,59.775,67.23,32.09,35.959999999999994,38.165,43.88
402,3,SA,29.57,41.114999999999995,44.3125,46.42,34.82,46.695,75.275,130.07
402,4,SA,42.94,49.84,56.052499999999995,65.3,26.99,76.25,106.345,146.98
609,1,SA,41.27,65.505,73.5675,77.1,71.71,106.92500000000001,130.0125,166.95
609,2,SA,66.25,83.6,94.2125,113.75,67.03,79.08500000000001,85.75999999999999,93.8
609,3,SA,94.63,104.59,117.83,134.39,124.0,145.48000000000002,152.73250000000002,165.43
609,4,SA,95.34,184.075,208.6775,248.99,181.65,202.935,204.34,208.06
680,1,SA,69.53,80.80000000000001,89.27000000000001,95.63,79.79,80.33500000000001,84.265,95.53
680,2,SA,48.78,64.28,80.4975,101.46,59.67,70.73,78.0125,78.23
680,3,SA,48.75,97.025,138.42,176.7,44.66,50.61,54.6575,65.84
680,4,SA,127.41,176.545,218.7475,308.23,135.13,183.79500000000002,230.7175,231.82
698,1,SA,42.38,55.005,100.00500000000001,200.4,34.99,51.655,77.4875,128.84
698,2,SA,31.49,48.16,62.830000000000005,106.51,38.58,44.11,44.675,44.9
698,3,SA,34.25,138.895,248.735,268.97,25.46,41.02,50.337500000000006,58.25
698,4,SA,36.16,53.765,57.35,63.8,39.1,44.489999999999995,47.915,51.59
703,1,SA,32.0,35.7,64.64,144.56,30.56,32.265,34.572500000000005,40.82
703,2,SA,43.64,51.504999999999995,55.0475,59.21,20.9,41.05,47.7025,53.2
703,3,SA,42.41,56.099999999999994,64.2225,65.73,55.97,69.03999999999999,78.1425,88.26
703,4,SA,50.1,58.31,63.76,75.07,40.36,71.255,81.5425,103.72
735,1,SA,34.67,36.010000000000005,42.545,59.51,50.82,98.965,151.2875,182.87
735,2,SA,25.98,32.425,39.019999999999996,54.38,23.22,65.33,95.36,129.17
735,3,SA,28.56,43.52,58.825,68.62,25.81,37.74,42.2525,46.88
735,4,SA,35.03,42.785,54.9675,77.31,33.75,44.415000000000006,56.055,74.25
887,1,SA,110.17,149.615,226.5875,397.19,147.4,179.84,199.97250000000003,237.24
887,2,SA,154.9,337.225,492.4775,603.68,133.89,159.16,170.7575,190.52
887,3,SA,106.7,133.27,140.7125,161.63,76.13,84.33500000000001,86.5375,89.98
887,4,SA,89.96,131.975,190.3375,293.08,60.47,89.565,117.72,128.46
35,1,DHZ,0.07,0.135,0.14,0.14,0.1,0.14,0.15,0.15
35,2,DHZ,0.14,0.14500000000000002,0.1575,0.18,0.14,0.16,0.17500000000000002,0.19
35,3,DHZ,0.15,0.16999999999999998,0.1975,0.22,0.16,0.21000000000000002,0.25,0.31
35,4,DHZ,0.25,0.27,0.2775,0.3,0.26,0.315,0.325,0.34
171,1,DHZ,0.07,0.08499999999999999,0.0925,0.1,0.07,0.09,0.1,0.1
171,2,DHZ,0.15,0.155,0.165,0.18,0.12,0.14500000000000002,0.2075,0.38
171,3,DHZ,0.15,0.16499999999999998,0.1825,0.19,0.14,0.155,0.1675,0.19
171,4,DHZ,0.14,0.175,0.1825,0.19,0.16,0.2,0.2125,0.22
402,1,DHZ,0.08,0.125,0.13,0.13,0.07,0.09,0.10250000000000001,0.14
402,2,DHZ,0.1,0.12,0.14250000000000002,0.18,0.12,0.135,0.14500000000000002,0.16
402,3,DHZ,0.14,0.17,0.17,0.17,0.09,0.125,0.1575,0.21
402,4,DHZ,0.16,0.20500000000000002,0.215,0.23,0.12,0.26,0.2725,0.28
609,1,DHZ,0.08,0.09,0.10500000000000001,0.12,0.06,0.07500000000000001,0.10250000000000001,0.17
609,2,DHZ,0.12,0.18,0.1975,0.25,0.11,0.185,0.1975,0.22
609,3,DHZ,0.2,0.225,0.23500000000000001,0.25,0.18,0.255,0.26,0.26
609,4,DHZ,0.18,0.31,0.3175,0.34,0.24,0.29500000000000004,0.3425,0.35
680,1,DHZ,0.07,0.1,0.115,0.13,0.06,0.08,0.0825,0.09
680,2,DHZ,0.14,0.165,0.2025,0.24,0.12,0.14,0.17,0.2
680,3,DHZ,0.17,0.20500000000000002,0.21,0.21,0.17,0.195,0.21000000000000002,0.24
680,4,DHZ,0.19,0.21500000000000002,0.25,0.31,0.24,0.29500000000000004,0.3425,0.35
698,1,DHZ,0.1,0.10500000000000001,0.1125,0.12,0.09,0.11,0.1325,0.14
698,2,DHZ,0.11,0.165,0.195,0.21,0.14,0.16,0.17,0.2
698,3,DHZ,0.16,0.19,0.2275,0.28,0.17,0.2,0.21000000000000002,0.24
698,4,DHZ,0.21,0.3,0.3425,0.44,0.23,0.345,0.39249999999999996,0.52
703,1,DHZ,0.07,0.08499999999999999,0.09,0.09,0.06,0.08,0.085,0.1
703,2,DHZ,0.12,0.135,0.14250000000000002,0.15,0.05,0.13,0.1325,0.14
703,3,DHZ,0.11,0.135,0.14,0.14,0.13,0.14500000000000002,0.17,0.2
703,4,DHZ,0.2,0.245,0.25,0.25,0.2,0.27,0.2775,0.3
735,1,DHZ,0.04,0.05,0.065,0.08,0.05,0.07500000000000001,0.08,0.08
735,2,DHZ,0.05,0.07,0.0825,0.09,0.05,0.065,0.07500000000000001,0.09
735,3,DHZ,0.1,0.135,0.14250000000000002,0.15,0.11,0.135,0.14,0.14
735,4,DHZ,0.22,0.245,0.2675,0.32,0.18,0.21,0.2525,0.29
887,1,DHZ,0.06,0.115,0.14500000000000002,0.16,0.09,0.11,0.1125,0.12
887,2,DHZ,0.09,0.11,0.1225,0.13,0.11,0.14500000000000002,0.1575,0.18
887,3,DHZ,0.12,0.13,0.135,0.15,0.12,0.14500000000000002,0.1625,0.17
887,4,DHZ,0.19,0.2,0.21000000000000002,0.24,0.17,0.24,0.245,0.26
35,1,iP,0.01,0.01,0.0125,0.02,0.01,0.01,0.0125,0.02
35,2,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
35,3,iP,0.02,0.02,0.0225,0.03,0.02,0.02,0.0225,0.03
35,4,iP,0.04,0.05,0.05500000000000001,0.07,0.03,0.065,0.08,0.08
171,1,iP,0.01,0.01,0.0125,0.02,0.01,0.01,0.01,0.01
171,2,iP,0.01,0.01,0.01,0.01,0.01,0.015,0.02,0.02
171,3,iP,0.01,0.02,0.0225,0.03,0.01,0.02,0.02,0.02
171,4,iP,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04
402,1,iP,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01
402,2,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
402,3,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
402,4,iP,0.01,0.02,0.03,0.03,0.01,0.015,0.02,0.02
609,1,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
609,2,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
609,3,iP,0.01,0.015,0.02,0.02,0.01,0.02,0.02,0.02
609,4,iP,0.02,0.025,0.0325,0.04,0.03,0.04,0.04,0.04
680,1,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
680,2,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
680,3,iP,0.01,0.02,0.02,0.02,0.02,0.02,0.0225,0.03
680,4,iP,0.03,0.035,0.0425,0.05,0.03,0.045,0.05,0.05
698,1,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
698,2,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
698,3,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
698,4,iP,0.01,0.015,0.02,0.02,0.01,0.02,0.0225,0.03
703,1,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
703,2,iP,0.0,0.01,0.01,0.01,0.0,0.005,0.01,0.01
703,3,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
703,4,iP,0.01,0.02,0.02,0.02,0.02,0.02,0.0275,0.05
735,1,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
735,2,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
735,3,iP,0.01,0.01,0.0125,0.02,0.01,0.01,0.01,0.01
735,4,iP,0.02,0.025,0.03,0.03,0.01,0.025,0.03,0.03
887,1,iP,0.01,0.02,0.02,0.02,0.01,0.01,0.0125,0.02
887,2,iP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
887,3,iP,0.01,0.01,0.01,0.01,0.01,0.015,0.02,0.02
887,4,iP,0.02,0.025,0.03,0.03,0.03,0.035,0.0425,0.05
35,1,tZ,0.03,0.03,0.0325,0.04,0.04,0.06,0.0625,0.07
35,2,tZ,0.03,0.04,0.05,0.05,0.03,0.03,0.035,0.05
35,3,tZ,0.03,0.035,0.0425,0.05,0.04,0.05,0.052500000000000005,0.06
35,4,tZ,0.04,0.055,0.06,0.06,0.06,0.06,0.0625,0.07
171,1,tZ,0.02,0.04,0.0425,0.05,0.03,0.045,0.052500000000000005,0.06
171,2,tZ,0.02,0.035,0.04,0.04,0.03,0.045,0.065,0.11
171,3,tZ,0.03,0.045,0.052500000000000005,0.06,0.03,0.045,0.05,0.05
171,4,tZ,0.04,0.04,0.0425,0.05,0.04,0.06,0.0675,0.09
402,1,tZ,0.03,0.045,0.05,0.05,0.02,0.03,0.0325,0.04
402,2,tZ,0.02,0.025,0.0325,0.04,0.03,0.035,0.04,0.04
402,3,tZ,0.03,0.04,0.04,0.04,0.02,0.035,0.04,0.04
402,4,tZ,0.03,0.045,0.05,0.05,0.03,0.05,0.05500000000000001,0.07
609,1,tZ,0.02,0.03,0.03,0.03,0.02,0.025,0.03,0.03
609,2,tZ,0.03,0.035,0.0425,0.05,0.02,0.04,0.04,0.04
609,3,tZ,0.03,0.03,0.0325,0.04,0.03,0.035,0.0425,0.05
609,4,tZ,0.02,0.04,0.0425,0.05,0.03,0.035,0.04,0.04
680,1,tZ,0.03,0.05,0.052500000000000005,0.06,0.03,0.04,0.052500000000000005,0.06
680,2,tZ,0.03,0.03,0.0325,0.04,0.03,0.035,0.04,0.04
680,3,tZ,0.03,0.04,0.04,0.04,0.03,0.035,0.04,0.04
680,4,tZ,0.03,0.045,0.052500000000000005,0.06,0.04,0.05,0.0675,0.09
698,1,tZ,0.03,0.04,0.045,0.06,0.04,0.060000000000000005,0.07250000000000001,0.08
698,2,tZ,0.03,0.05,0.065,0.08,0.04,0.06,0.065,0.08
698,3,tZ,0.04,0.05,0.052500000000000005,0.06,0.05,0.055,0.065,0.08
698,4,tZ,0.05,0.055,0.0675,0.09,0.03,0.06,0.065,0.08
703,1,tZ,0.03,0.035,0.0425,0.05,0.02,0.03,0.0325,0.04
703,2,tZ,0.03,0.04,0.0425,0.05,0.01,0.03,0.03,0.03
703,3,tZ,0.02,0.03,0.0325,0.04,0.04,0.04,0.0425,0.05
703,4,tZ,0.04,0.045,0.052500000000000005,0.06,0.03,0.045,0.052500000000000005,0.06
735,1,tZ,0.01,0.025,0.03,0.03,0.02,0.025,0.03,0.03
735,2,tZ,0.02,0.02,0.0225,0.03,0.02,0.02,0.0225,0.03
735,3,tZ,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
735,4,tZ,0.03,0.03,0.035,0.05,0.03,0.03,0.0375,0.06
887,1,tZ,0.03,0.05,0.06,0.06,0.03,0.04,0.045,0.06
887,2,tZ,0.02,0.03,0.03,0.03,0.03,0.035,0.045,0.06
887,3,tZ,0.03,0.03,0.0325,0.04,0.02,0.03,0.0325,0.04
887,4,tZ,0.02,0.03,0.035,0.05,0.03,0.04,0.04,0.04